kd_nM,prior_density,posterior_density
0.0765208,0.00142688,0
0.0767989,0.00143292,0
0.077078,0.00143897,0
0.0773582,0.00144504,0
0.0776394,0.00145114,0
0.0779215,0.00145726,0
0.0782048,0.00146341,0
0.078489,0.00146958,0
0.0787743,0.00147577,0
0.0790606,0.00148198,0
0.079348,0.00148822,0
0.0796364,0.00149448,0
0.0799258,0.00150076,0
0.0802163,0.00150707,0
0.0805079,0.0015134,0
0.0808005,0.00151976,0
0.0810942,0.00152614,0
0.0813889,0.00153254,0
0.0816848,0.00153897,0
0.0819817,0.00154542,0
0.0822796,0.00155189,0
0.0825787,0.00155839,0
0.0828788,0.00156491,0
0.0831801,0.00157146,0
0.0834824,0.00157803,0
0.0837858,0.00158463,0
0.0840904,0.00159125,0
0.084396,0.00159789,0
0.0847028,0.00160456,0
0.0850106,0.00161126,0
0.0853196,0.00161798,0
0.0856297,0.00162472,0
0.0859409,0.00163149,0
0.0862533,0.00163829,0
0.0865668,0.0016451,0
0.0868815,0.00165195,0
0.0871972,0.00165882,0
0.0875142,0.00166571,0
0.0878323,0.00167264,0
0.0881515,0.00167958,0
0.0884719,0.00168655,0
0.0887935,0.00169355,0
0.0891162,0.00170057,0
0.0894401,0.00170762,0
0.0897652,0.0017147,0
0.0900915,0.0017218,0
0.0904189,0.00172893,0
0.0907475,0.00173608,0
0.0910774,0.00174326,0
0.0914084,0.00175047,0
0.0917407,0.0017577,0
0.0920741,0.00176496,0
0.0924088,0.00177224,0
0.0927446,0.00177955,0
0.0930817,0.00178689,0
0.0934201,0.00179426,0
0.0937596,0.00180165,0
0.0941004,0.00180907,0
0.0944424,0.00181652,0
0.0947857,0.00182399,0
0.0951302,0.00183149,0
0.095476,0.00183902,0
0.095823,0.00184658,0
0.0961713,0.00185416,0
0.0965208,0.00186177,0
0.0968716,0.00186941,0
0.0972237,0.00187708,0
0.0975771,0.00188477,0
0.0979318,0.00189249,0
0.0982877,0.00190024,0
0.098645,0.00190802,0
0.0990035,0.00191583,0
0.0993633,0.00192366,0
0.0997245,0.00193152,0
0.100087,0.00193941,0
0.100451,0.00194733,0
0.100816,0.00195528,0
0.101182,0.00196326,0
0.10155,0.00197127,0
0.101919,0.0019793,0
0.10229,0.00198736,0
0.102661,0.00199546,0
0.103035,0.00200358,0
0.103409,0.00201173,0
0.103785,0.00201991,0
0.104162,0.00202812,0
0.104541,0.00203636,0
0.104921,0.00204463,0
0.105302,0.00205292,0
0.105685,0.00206125,0
0.106069,0.00206961,0
0.106454,0.002078,0
0.106841,0.00208641,0
0.10723,0.00209486,0
0.107619,0.00210334,0
0.108011,0.00211185,0
0.108403,0.00212039,0
0.108797,0.00212896,0
0.109193,0.00213756,0
0.109589,0.00214619,0
0.109988,0.00215485,0
0.110388,0.00216354,0
0.110789,0.00217226,0
0.111191,0.00218101,0
0.111596,0.0021898,0
0.112001,0.00219861,0
0.112408,0.00220746,0
0.112817,0.00221634,0
0.113227,0.00222525,0
0.113638,0.00223419,0
0.114051,0.00224316,0
0.114466,0.00225217,0
0.114882,0.00226121,0
0.1153,0.00227027,0
0.115719,0.00227937,0
0.116139,0.00228851,0
0.116561,0.00229767,0
0.116985,0.00230687,0
0.11741,0.0023161,0
0.117837,0.00232536,0
0.118265,0.00233465,0
0.118695,0.00234398,0
0.119127,0.00235334,0
0.11956,0.00236273,0
0.119994,0.00237216,0
0.12043,0.00238162,0
0.120868,0.00239111,0
0.121307,0.00240064,0
0.121748,0.00241019,0
0.122191,0.00241979,0
0.122635,0.00242941,0
0.123081,0.00243907,0
0.123528,0.00244876,0
0.123977,0.00245849,0
0.124428,0.00246825,0
0.12488,0.00247805,0
0.125334,0.00248787,0
0.125789,0.00249774,0
0.126246,0.00250763,0
0.126705,0.00251757,0
0.127166,0.00252753,0
0.127628,0.00253753,0
0.128092,0.00254757,0
0.128558,0.00255764,0
0.129025,0.00256774,0
0.129494,0.00257788,0
0.129964,0.00258806,0
0.130437,0.00259827,0
0.130911,0.00260851,0
0.131387,0.0026188,0
0.131864,0.00262911,0
0.132344,0.00263946,0
0.132825,0.00264985,0
0.133307,0.00266028,0
0.133792,0.00267074,0
0.134278,0.00268123,0
0.134766,0.00269176,0
0.135256,0.00270233,0
0.135748,0.00271294,0
0.136241,0.00272358,0
0.136736,0.00273425,0
0.137233,0.00274497,0
0.137732,0.00275572,0
0.138233,0.0027665,0
0.138735,0.00277733,0
0.139239,0.00278819,0
0.139745,0.00279909,0
0.140253,0.00281002,0
0.140763,0.002821,0
0.141275,0.00283201,0
0.141788,0.00284306,0
0.142304,0.00285414,0
0.142821,0.00286526,0
0.14334,0.00287643,0
0.143861,0.00288762,0
0.144384,0.00289886,0
0.144909,0.00291014,0
0.145435,0.00292145,0
0.145964,0.0029328,0
0.146494,0.00294419,0
0.147027,0.00295562,0
0.147561,0.00296709,0
0.148098,0.0029786,0
0.148636,0.00299014,0
0.149176,0.00300173,0
0.149718,0.00301335,0
0.150262,0.00302501,0
0.150809,0.00303672,0
0.151357,0.00304846,0
0.151907,0.00306024,0
0.152459,0.00307206,0
0.153013,0.00308392,0
0.153569,0.00309582,0
0.154127,0.00310776,0
0.154688,0.00311974,0
0.15525,0.00313177,0
0.155814,0.00314383,0
0.156381,0.00315593,0
0.156949,0.00316807,0
0.157519,0.00318025,0
0.158092,0.00319248,0
0.158666,0.00320474,0
0.159243,0.00321705,0
0.159822,0.00322939,0
0.160403,0.00324178,0
0.160986,0.00325421,0
0.161571,0.00326668,0
0.162158,0.0032792,0
0.162748,0.00329175,0
0.163339,0.00330434,0
0.163933,0.00331698,0
0.164529,0.00332966,0
0.165127,0.00334238,0
0.165727,0.00335515,0
0.166329,0.00336795,0
0.166934,0.0033808,0
0.167541,0.00339369,0
0.16815,0.00340663,0
0.168761,0.0034196,0
0.169374,0.00343262,0
0.16999,0.00344569,0
0.170608,0.00345879,0
0.171228,0.00347194,0
0.17185,0.00348513,0
0.172475,0.00349837,0
0.173102,0.00351165,0
0.173731,0.00352497,0
0.174362,0.00353834,0
0.174996,0.00355175,0
0.175632,0.0035652,0
0.17627,0.0035787,0
0.176911,0.00359224,0
0.177554,0.00360583,0
0.178199,0.00361946,0
0.178847,0.00363314,0
0.179497,0.00364686,0
0.180149,0.00366063,0
0.180804,0.00367444,0
0.181461,0.0036883,0
0.182121,0.0037022,0
0.182783,0.00371614,0
0.183447,0.00373014,0
0.184114,0.00374418,0
0.184783,0.00375826,0
0.185455,0.00377239,0
0.186129,0.00378656,0
0.186805,0.00380078,0
0.187484,0.00381505,0
0.188166,0.00382937,0
0.18885,0.00384373,0
0.189536,0.00385813,0
0.190225,0.00387259,0
0.190916,0.00388709,0
0.19161,0.00390163,0
0.192307,0.00391623,0
0.193006,0.00393087,0
0.193707,0.00394556,0
0.194411,0.00396029,0
0.195118,0.00397508,0
0.195827,0.00398991,0
0.196539,0.00400478,0
0.197253,0.00401971,0
0.19797,0.00403468,0
0.19869,0.00404971,0
0.199412,0.00406478,0
0.200137,0.0040799,0
0.200864,0.00409506,0
0.201594,0.00411028,0
0.202327,0.00412554,0
0.203062,0.00414086,0
0.2038,0.00415622,0
0.204541,0.00417163,0
0.205285,0.00418709,0
0.206031,0.0042026,0
0.20678,0.00421816,0
0.207531,0.00423377,0
0.208286,0.00424943,0
0.209043,0.00426514,0
0.209802,0.0042809,0
0.210565,0.0042967,0
0.21133,0.00431256,0
0.212098,0.00432847,0
0.212869,0.00434443,0
0.213643,0.00436044,0
0.21442,0.0043765,0
0.215199,0.00439261,0
0.215981,0.00440878,0
0.216766,0.00442499,0
0.217554,0.00444125,0
0.218345,0.00445757,0
0.219138,0.00447394,0
0.219935,0.00449036,0
0.220734,0.00450683,0
0.221536,0.00452335,0
0.222342,0.00453992,0
0.22315,0.00455655,0
0.223961,0.00457323,0
0.224775,0.00458996,0
0.225592,0.00460674,0
0.226412,0.00462358,0
0.227235,0.00464047,0
0.228061,0.00465741,0
0.22889,0.00467441,0
0.229722,0.00469145,0
0.230556,0.00470856,0
0.231394,0.00472571,0
0.232236,0.00474292,0
0.23308,0.00476018,0
0.233927,0.0047775,0
0.234777,0.00479486,0
0.23563,0.00481229,0
0.236487,0.00482977,0
0.237346,0.0048473,0
0.238209,0.00486488,0
0.239075,0.00488252,0
0.239944,0.00490022,0
0.240816,0.00491797,0
0.241691,0.00493578,0
0.24257,0.00495364,0
0.243451,0.00497155,0
0.244336,0.00498952,0
0.245224,0.00500755,0
0.246116,0.00502563,0
0.24701,0.00504377,0
0.247908,0.00506196,0
0.248809,0.00508021,0
0.249713,0.00509852,0
0.250621,0.00511688,0
0.251532,0.0051353,0
0.252446,0.00515377,0
0.253364,0.0051723,0
0.254285,0.00519089,0
0.255209,0.00520954,0
0.256136,0.00522824,0
0.257067,0.005247,0
0.258002,0.00526581,0
0.258939,0.00528469,0
0.259881,0.00530362,0
0.260825,0.00532261,0
0.261773,0.00534166,0
0.262725,0.00536076,0
0.26368,0.00537993,0
0.264638,0.00539915,0
0.2656,0.00541843,0
0.266565,0.00543777,0
0.267534,0.00545717,0
0.268506,0.00547662,0
0.269482,0.00549614,0
0.270462,0.00551571,0
0.271445,0.00553535,0
0.272431,0.00555504,0
0.273422,0.00557479,0
0.274415,0.0055946,0
0.275413,0.00561448,0
0.276414,0.00563441,0
0.277419,0.0056544,0
0.278427,0.00567445,0
0.279439,0.00569457,0
0.280455,0.00571474,0
0.281474,0.00573497,0
0.282497,0.00575527,0
0.283524,0.00577562,0
0.284554,0.00579604,0
0.285589,0.00581652,0
0.286627,0.00583706,0
0.287668,0.00585766,0
0.288714,0.00587832,0
0.289763,0.00589904,0
0.290816,0.00591983,0
0.291873,0.00594067,0
0.292934,0.00596158,0
0.293999,0.00598256,0
0.295068,0.00600359,0
0.29614,0.00602469,0
0.297217,0.00604585,0
0.298297,0.00606707,0
0.299381,0.00608835,0
0.300469,0.0061097,0
0.301561,0.00613112,0
0.302657,0.00615259,0
0.303757,0.00617413,0
0.304861,0.00619573,0
0.305969,0.0062174,0
0.307082,0.00623913,0
0.308198,0.00626092,0
0.309318,0.00628278,0
0.310442,0.00630471,0
0.311571,0.00632669,0
0.312703,0.00634875,0
0.31384,0.00637086,0
0.31498,0.00639304,0
0.316125,0.00641529,0
0.317274,0.0064376,0
0.318427,0.00645998,0
0.319585,0.00648243,0
0.320746,0.00650494,0
0.321912,0.00652751,0
0.323082,0.00655015,0
0.324256,0.00657286,0
0.325435,0.00659563,0
0.326618,0.00661847,0
0.327805,0.00664138,0
0.328996,0.00666435,0
0.330192,0.00668739,0
0.331392,0.0067105,0
0.332597,0.00673367,0
0.333806,0.00675691,0
0.335019,0.00678022,0
0.336237,0.0068036,0
0.337459,0.00682704,0
0.338685,0.00685056,0
0.339916,0.00687413,0
0.341152,0.00689778,0
0.342392,0.0069215,0
0.343636,0.00694528,0
0.344885,0.00696914,0
0.346139,0.00699306,0
0.347397,0.00701705,0
0.34866,0.00704111,0
0.349927,0.00706524,0
0.351199,0.00708944,0
0.352475,0.00711371,0
0.353756,0.00713804,0
0.355042,0.00716245,0
0.356333,0.00718693,0
0.357628,0.00721148,0
0.358928,0.00723609,0
0.360232,0.00726078,0
0.361541,0.00728554,0
0.362856,0.00731037,0
0.364174,0.00733527,0
0.365498,0.00736024,0
0.366826,0.00738528,0
0.36816,0.00741039,0
0.369498,0.00743558,0
0.370841,0.00746083,0
0.372189,0.00748616,0
0.373542,0.00751156,0
0.374899,0.00753703,0
0.376262,0.00756258,0
0.377629,0.00758819,0
0.379002,0.00761388,0
0.38038,0.00763964,0
0.381762,0.00766547,0
0.38315,0.00769138,0
0.384542,0.00771736,0
0.38594,0.00774341,0
0.387343,0.00776954,0
0.388751,0.00779574,0
0.390164,0.00782201,0
0.391582,0.00784836,0
0.393005,0.00787478,0
0.394433,0.00790127,0
0.395867,0.00792784,0
0.397306,0.00795449,0
0.39875,0.0079812,0
0.400199,0.008008,0
0.401654,0.00803486,0
0.403114,0.00806181,0
0.404579,0.00808882,0
0.406049,0.00811592,0
0.407525,0.00814308,0
0.409007,0.00817033,0
0.410493,0.00819765,0
0.411985,0.00822504,0
0.413483,0.00825251,0
0.414985,0.00828006,0
0.416494,0.00830769,0
0.418008,0.00833539,0
0.419527,0.00836316,0
0.421052,0.00839102,0
0.422582,0.00841895,0
0.424118,0.00844695,0
0.42566,0.00847504,0
0.427207,0.0085032,0
0.428759,0.00853144,0
0.430318,0.00855976,0
0.431882,0.00858815,0
0.433452,0.00861663,0
0.435027,0.00864518,0
0.436608,0.00867381,0
0.438195,0.00870252,0
0.439788,0.0087313,0
0.441386,0.00876017,0
0.442991,0.00878911,0
0.444601,0.00881814,0
0.446217,0.00884724,0
0.447839,0.00887642,0
0.449466,0.00890568,0
0.4511,0.00893503,0
0.45274,0.00896445,0
0.454385,0.00899395,0
0.456037,0.00902353,0
0.457694,0.00905319,0
0.459358,0.00908293,0
0.461027,0.00911276,0
0.462703,0.00914266,0
0.464385,0.00917264,0
0.466073,0.00920271,0
0.467767,0.00923285,0
0.469467,0.00926308,0
0.471173,0.00929339,0
0.472886,0.00932378,0
0.474605,0.00935426,0
0.47633,0.00938481,0
0.478061,0.00941545,0
0.479799,0.00944617,0
0.481542,0.00947697,0
0.483293,0.00950785,0
0.485049,0.00953882,0
0.486812,0.00956987,0
0.488582,0.009601,0
0.490357,0.00963222,0
0.49214,0.00966352,0
0.493929,0.0096949,0
0.495724,0.00972637,0
0.497526,0.00975792,0
0.499334,0.00978955,0
0.501149,0.00982127,0
0.50297,0.00985307,0
0.504798,0.00988496,0
0.506633,0.00991693,0
0.508475,0.00994899,0
0.510323,0.00998113,0
0.512178,0.0100134,0
0.514039,0.0100457,0
0.515908,0.0100781,0
0.517783,0.0101105,0
0.519665,0.0101431,0
0.521554,0.0101758,0
0.523449,0.0102085,0
0.525352,0.0102413,0
0.527261,0.0102743,0
0.529178,0.0103072,0
0.531101,0.0103403,0
0.533031,0.0103735,0
0.534969,0.0104068,0
0.536913,0.0104401,0
0.538865,0.0104735,0
0.540823,0.0105071,0
0.542789,0.0105407,0
0.544762,0.0105744,0
0.546742,0.0106082,0
0.548729,0.010642,0
0.550724,0.010676,0
0.552725,0.01071,0
0.554734,0.0107442,0
0.55675,0.0107784,0
0.558774,0.0108127,0
0.560805,0.0108471,0
0.562843,0.0108816,0
0.564889,0.0109162,0
0.566942,0.0109509,0
0.569003,0.0109856,0
0.571071,0.0110205,0
0.573147,0.0110554,0
0.57523,0.0110904,0
0.577321,0.0111256,0
0.579419,0.0111608,0
0.581525,0.0111961,0
0.583639,0.0112315,0
0.58576,0.0112669,0
0.587889,0.0113025,0
0.590026,0.0113382,0
0.59217,0.0113739,0
0.594323,0.0114098,0
0.596483,0.0114457,0
0.598651,0.0114818,0
0.600827,0.0115179,0
0.603011,0.0115541,0
0.605202,0.0115904,0
0.607402,0.0116268,0
0.60961,0.0116633,0
0.611825,0.0116999,0
0.614049,0.0117365,0
0.616281,0.0117733,0
0.618521,0.0118102,0
0.620769,0.0118471,0
0.623025,0.0118842,0
0.62529,0.0119213,0
0.627563,0.0119586,0
0.629844,0.0119959,0
0.632133,0.0120333,0
0.634431,0.0120708,0
0.636736,0.0121084,0
0.639051,0.0121462,0
0.641374,0.012184,0
0.643705,0.0122219,0
0.646044,0.0122598,0
0.648392,0.0122979,0
0.650749,0.0123361,0
0.653114,0.0123744,0
0.655488,0.0124128,0
0.657871,0.0124512,0
0.660262,0.0124898,0
0.662662,0.0125285,0
0.66507,0.0125672,0
0.667488,0.0126061,0
0.669914,0.012645,0
0.672349,0.0126841,0
0.674792,0.0127232,0
0.677245,0.0127624,0
0.679707,0.0128018,0
0.682177,0.0128412,0
0.684657,0.0128807,0
0.687145,0.0129204,0
0.689643,0.0129601,0
0.692149,0.0129999,0
0.694665,0.0130399,0
0.69719,0.0130799,0
0.699724,0.01312,0
0.702267,0.0131602,0
0.70482,0.0132005,0
0.707381,0.0132409,0
0.709952,0.0132815,0
0.712533,0.0133221,0
0.715123,0.0133628,0
0.717722,0.0134036,0
0.720331,0.0134445,0
0.722949,0.0134855,0
0.725576,0.0135266,0
0.728214,0.0135678,0
0.73086,0.0136092,0
0.733517,0.0136506,0
0.736183,0.0136921,0
0.738859,0.0137337,0
0.741544,0.0137754,0
0.74424,0.0138172,0
0.746945,0.0138591,0
0.749659,0.0139012,0
0.752384,0.0139433,0
0.755119,0.0139855,0
0.757863,0.0140278,0
0.760618,0.0140702,0
0.763383,0.0141128,0
0.766157,0.0141554,0
0.768942,0.0141981,0
0.771737,0.0142409,0
0.774542,0.0142839,0
0.777357,0.0143269,0
0.780182,0.0143701,0
0.783018,0.0144133,0
0.785864,0.0144566,0
0.788721,0.0145001,0
0.791587,0.0145436,0
0.794464,0.0145873,0
0.797352,0.0146311,0
0.80025,0.0146749,0
0.803159,0.0147189,0
0.806078,0.014763,0
0.809008,0.0148071,0
0.811948,0.0148514,0
0.814899,0.0148958,0
0.817861,0.0149403,0
0.820834,0.0149849,0
0.823817,0.0150296,0
0.826812,0.0150744,0
0.829817,0.0151193,0
0.832833,0.0151643,0
0.83586,0.0152095,0
0.838898,0.0152547,0
0.841947,0.0153,0
0.845007,0.0153455,0
0.848079,0.015391,0
0.851161,0.0154367,0
0.854255,0.0154824,0
0.85736,0.0155283,0
0.860476,0.0155743,0
0.863604,0.0156203,0
0.866742,0.0156665,0
0.869893,0.0157128,0
0.873055,0.0157592,0
0.876228,0.0158057,0
0.879413,0.0158524,0
0.882609,0.0158991,0
0.885817,0.0159459,0
0.889037,0.0159929,0
0.892268,0.0160399,0
0.895511,0.0160871,0
0.898766,0.0161343,0
0.902033,0.0161817,0
0.905311,0.0162292,0
0.908602,0.0162768,0
0.911904,0.0163245,0
0.915219,0.0163723,0
0.918545,0.0164202,0
0.921884,0.0164683,0
0.925234,0.0165164,0
0.928597,0.0165647,0
0.931973,0.016613,0
0.93536,0.0166615,0
0.93876,0.0167101,0
0.942172,0.0167588,0
0.945596,0.0168076,0
0.949033,0.0168565,0
0.952483,0.0169055,0
0.955944,0.0169547,0
0.959419,0.0170039,0
0.962906,0.0170533,0
0.966406,0.0171027,0
0.969919,0.0171523,0
0.973444,0.017202,0
0.976982,0.0172518,0
0.980533,0.0173017,0
0.984097,0.0173518,0
0.987674,0.0174019,0
0.991264,0.0174522,0
0.994867,0.0175025,0
0.998483,0.017553,0
1.00211,0.0176036,0
1.00575,0.0176543,0
1.00941,0.0177051,0
1.01308,0.0177561,0
1.01676,0.0178071,0
1.02046,0.0178583,0
1.02417,0.0179095,0
1.02789,0.0179609,0
1.03162,0.0180124,0
1.03537,0.018064,0
1.03914,0.0181158,0
1.04291,0.0181676,0
1.0467,0.0182196,0
1.05051,0.0182717,0
1.05433,0.0183238,0
1.05816,0.0183761,0
1.06201,0.0184286,0
1.06587,0.0184811,0
1.06974,0.0185337,0
1.07363,0.0185865,0
1.07753,0.0186394,0
1.08145,0.0186924,0
1.08538,0.0187455,0
1.08932,0.0187987,0
1.09328,0.0188521,0
1.09725,0.0189055,0
1.10124,0.0189591,0
1.10525,0.0190128,0
1.10926,0.0190666,0
1.11329,0.0191205,0
1.11734,0.0191746,0
1.1214,0.0192287,0
1.12548,0.019283,0
1.12957,0.0193374,0
1.13367,0.0193919,0
1.13779,0.0194466,0
1.14193,0.0195013,0
1.14608,0.0195562,0
1.15025,0.0196111,0
1.15443,0.0196663,0
1.15862,0.0197215,0
1.16283,0.0197768,0
1.16706,0.0198323,0
1.1713,0.0198878,0
1.17556,0.0199435,0
1.17983,0.0199994,0
1.18412,0.0200553,0
1.18842,0.0201113,0
1.19274,0.0201675,0
1.19708,0.0202238,0
1.20143,0.0202802,0
1.2058,0.0203367,0
1.21018,0.0203934,0
1.21458,0.0204502,0
1.21899,0.020507,0
1.22342,0.0205641,0
1.22787,0.0206212,0
1.23233,0.0206784,0
1.23681,0.0207358,0
1.24131,0.0207933,0
1.24582,0.0208509,0
1.25035,0.0209086,0
1.25489,0.0209665,0
1.25945,0.0210245,0
1.26403,0.0210826,0
1.26863,0.0211408,0
1.27324,0.0211991,0
1.27786,0.0212576,0
1.28251,0.0213162,0
1.28717,0.0213749,0
1.29185,0.0214337,0
1.29654,0.0214926,0
1.30126,0.0215517,0
1.30599,0.0216109,0
1.31073,0.0216702,0
1.3155,0.0217297,0
1.32028,0.0217892,0
1.32508,0.0218489,0
1.32989,0.0219087,0
1.33473,0.0219686,0
1.33958,0.0220287,0
1.34445,0.0220889,0
1.34933,0.0221492,0
1.35424,0.0222096,0
1.35916,0.0222701,0
1.3641,0.0223308,0
1.36906,0.0223916,0
1.37404,0.0224525,0
1.37903,0.0225136,0
1.38404,0.0225747,0
1.38907,0.022636,0
1.39412,0.0226974,0
1.39919,0.022759,0
1.40427,0.0228207,0
1.40938,0.0228824,0
1.4145,0.0229444,0
1.41964,0.0230064,0
1.4248,0.0230686,0
1.42998,0.0231308,0
1.43518,0.0231933,0
1.44039,0.0232558,0
1.44563,0.0233185,0
1.45088,0.0233813,0
1.45616,0.0234442,0
1.46145,0.0235072,0
1.46676,0.0235704,0
1.47209,0.0236337,0
1.47744,0.0236971,0
1.48281,0.0237607,0
1.4882,0.0238243,0
1.49361,0.0238881,0
1.49904,0.0239521,0
1.50449,0.0240161,0
1.50996,0.0240803,0
1.51545,0.0241446,0
1.52095,0.024209,0
1.52648,0.0242736,0
1.53203,0.0243383,0
1.5376,0.0244031,0
1.54319,0.0244681,0
1.5488,0.0245331,0
1.55443,0.0245983,0
1.56008,0.0246637,0
1.56575,0.0247291,0
1.57144,0.0247947,0
1.57715,0.0248604,0
1.58288,0.0249262,0
1.58863,0.0249922,0
1.59441,0.0250583,0
1.6002,0.0251245,0
1.60602,0.0251909,0
1.61186,0.0252574,0
1.61772,0.025324,0
1.6236,0.0253907,0
1.6295,0.0254576,0
1.63542,0.0255246,0
1.64136,0.0255917,0
1.64733,0.025659,0
1.65332,0.0257263,0
1.65933,0.0257939,0
1.66536,0.0258615,0
1.67141,0.0259293,0
1.67748,0.0259972,0
1.68358,0.0260652,0
1.6897,0.0261334,0
1.69584,0.0262017,0
1.70201,0.0262701,0
1.70819,0.0263386,0
1.7144,0.0264073,0
1.72063,0.0264761,0
1.72689,0.0265451,0
1.73316,0.0266142,0
1.73946,0.0266834,0
1.74579,0.0267527,0
1.75213,0.0268222,0
1.7585,0.0268918,0
1.76489,0.0269615,0
1.77131,0.0270313,0
1.77774,0.0271013,0
1.7842,0.0271715,0
1.79069,0.0272417,0
1.7972,0.0273121,0
1.80373,0.0273826,0
1.81029,0.0274533,0
1.81687,0.027524,0
1.82347,0.0275949,0
1.8301,0.027666,0
1.83675,0.0277372,0
1.84343,0.0278085,0
1.85013,0.0278799,0
1.85685,0.0279515,0
1.8636,0.0280232,0
1.87037,0.028095,0
1.87717,0.028167,0
1.88399,0.0282391,0
1.89084,0.0283113,0
1.89771,0.0283837,0
1.90461,0.0284562,0
1.91153,0.0285288,0
1.91848,0.0286015,0
1.92546,0.0286744,0
1.93245,0.0287475,0
1.93948,0.0288206,0
1.94653,0.0288939,0
1.9536,0.0289673,0
1.9607,0.0290409,0
1.96783,0.0291146,0
1.97498,0.0291884,0
1.98216,0.0292624,0
1.98936,0.0293365,0
1.99659,0.0294107,0
2.00385,0.0294851,0
2.01113,0.0295596,0
2.01844,0.0296342,0
2.02578,0.0297089,0
2.03314,0.0297838,0
2.04053,0.0298589,0
2.04795,0.029934,0
2.05539,0.0300093,0
2.06286,0.0300848,0
2.07036,0.0301603,0
2.07789,0.030236,0
2.08544,0.0303119,0
2.09302,0.0303878,0
2.10063,0.0304639,0
2.10826,0.0305402,0
2.11593,0.0306165,0
2.12362,0.030693,0
2.13133,0.0307697,0
2.13908,0.0308465,0
2.14686,0.0309234,0
2.15466,0.0310004,0
2.16249,0.0310776,0
2.17035,0.0311549,0
2.17824,0.0312324,0
2.18616,0.0313099,0
2.1941,0.0313877,0
2.20208,0.0314655,0
2.21008,0.0315435,0
2.21811,0.0316216,0
2.22618,0.0316999,0
2.23427,0.0317783,0
2.24239,0.0318568,0
2.25054,0.0319355,0
2.25872,0.0320143,0
2.26693,0.0320932,0
2.27517,0.0321723,0
2.28344,0.0322515,0
2.29174,0.0323308,0
2.30007,0.0324103,0
2.30843,0.0324899,0
2.31682,0.0325697,0
2.32524,0.0326496,0
2.33369,0.0327296,0
2.34217,0.0328098,0
2.35068,0.0328901,0
2.35923,0.0329705,0
2.3678,0.0330511,0
2.37641,0.0331318,0
2.38505,0.0332126,0
2.39372,0.0332936,0
2.40242,0.0333747,0
2.41115,0.0334559,0
2.41991,0.0335373,0
2.42871,0.0336188,0
2.43753,0.0337005,0
2.44639,0.0337823,0
2.45529,0.0338642,0
2.46421,0.0339463,0
2.47317,0.0340285,0
2.48216,0.0341108,0
2.49118,0.0341933,0
2.50023,0.0342759,0
2.50932,0.0343587,0
2.51844,0.0344416,0
2.52759,0.0345246,0
2.53678,0.0346077,0
2.546,0.034691,0
2.55525,0.0347745,0
2.56454,0.034858,0
2.57386,0.0349418,0
2.58322,0.0350256,0
2.59261,0.0351096,0
2.60203,0.0351937,0
2.61149,0.035278,0
2.62098,0.0353623,0
2.63051,0.0354469,0
2.64007,0.0355315,0
2.64966,0.0356163,0
2.65929,0.0357013,0
2.66896,0.0357864,0
2.67866,0.0358716,0
2.6884,0.0359569,0
2.69817,0.0360424,0
2.70797,0.036128,0
2.71782,0.0362138,0
2.7277,0.0362997,0
2.73761,0.0363857,1.4822e-323
2.74756,0.0364719,1.4822e-322
2.75755,0.0365582,1.05236e-321
2.76757,0.0366447,7.61849e-321
2.77763,0.0367312,5.47771e-320
2.78772,0.036818,3.92925e-319
2.79786,0.0369048,2.81096e-318
2.80803,0.0369918,2.00563e-317
2.81823,0.037079,1.42723e-316
2.82848,0.0371662,1.01295e-315
2.83876,0.0372536,7.17026e-315
2.84907,0.0373412,5.0621e-314
2.85943,0.0374289,3.56432e-313
2.86982,0.0375167,2.50307e-312
2.88025,0.0376046,1.75316e-311
2.89072,0.0376927,1.22467e-310
2.90123,0.037781,8.53231e-310
2.91177,0.0378693,5.92877e-309
2.92236,0.0379578,4.10879e-308
2.93298,0.0380465,2.83997e-307
2.94364,0.0381353,1.95777e-306
2.95434,0.0382242,1.34606e-305
2.96508,0.0383132,9.23025e-305
2.97585,0.0384024,6.31269e-304
2.98667,0.0384918,4.30592e-303
2.99753,0.0385812,2.92933e-302
3.00842,0.0386708,2.08996e-301
3.01935,0.0387606,1.50908e-300
3.03033,0.0388505,1.08657e-299
3.04134,0.0389405,7.80143e-299
3.0524,0.0390306,5.58549e-298
3.06349,0.0391209,3.98767e-297
3.07463,0.0392114,2.83889e-296
3.0858,0.0393019,2.01534e-295
3.09702,0.0393926,1.42665e-294
3.10827,0.0394835,1.00707e-293
3.11957,0.0395744,7.08881e-293
3.13091,0.0396656,4.97573e-292
3.14229,0.0397568,3.48266e-291
3.15371,0.0398482,2.43073e-290
3.16517,0.0399397,1.69174e-289
3.17668,0.0400314,1.17409e-288
3.18822,0.0401232,8.12527e-288
3.19981,0.0402151,5.60721e-287
3.21144,0.0403072,3.85858e-286
3.22312,0.0403994,2.64776e-285
3.23483,0.0404918,1.81176e-284
3.24659,0.0405842,1.23621e-283
3.25839,0.0406769,8.41116e-283
3.27023,0.0407696,5.70677e-282
3.28212,0.0408625,3.86097e-281
3.29405,0.0409555,2.60479e-280
3.30602,0.0410487,1.75234e-279
3.31804,0.041142,1.17554e-278
3.3301,0.0412355,7.8637e-278
3.3422,0.041329,5.2455e-277
3.35435,0.0414228,3.48913e-276
3.36654,0.0415166,2.3143e-275
3.37878,0.0416106,1.53071e-274
3.39106,0.0417047,1.00957e-273
